location,date,ICL_estimate_mean,IHME_estimate_mean,LSHTM_estimate_median,YYG_estimate_mean
Afghanistan,2020-02,0.0,14952.619999999997,0.0,0.0
Afghanistan,2020-03,0.0,287384.17,584.0992700386425,17.715
Afghanistan,2020-04,0.0,1388003.35,10112.147235805336,433.0
Afghanistan,2020-05,0.0,4292277.64,34926.845034215046,5025.571
Afghanistan,2020-06,0.0,4324719.37,104375.65224209025,13513.429
Afghanistan,2020-07,0.0,1350483.0299999998,49762.68022206939,12633.571
Afghanistan,2020-08,627495.6099999998,610169.16,4023.500339065985,5325.0
Afghanistan,2020-09,700271.8999999999,667823.3999999999,0.0,1429.4279999999999
Afghanistan,2020-10,750369.24,2340929.41,0.0,1145.287
Afghanistan,2020-11,843673.4400000001,5506301.43,0.0,3029.999
Afghanistan,2020-12,928165.6799999999,2946713.54,0.0,4944.286
Afghanistan,2021-01,652133.8300000002,581440.5000000001,0.0,5671.858
Afghanistan,2021-02,483883.7299999999,210694.27000000002,0.0,1937.57
Afghanistan,2021-03,838405.2400000001,1024732.39,0.0,756.0
Afghanistan,2021-04,1393160.8,1863070.4100000004,0.0,1116.429
Afghanistan,2021-05,2536805.83,6740251.1899999995,0.0,5674.143
Afghanistan,2021-06,2449197.57,8050463.08,0.0,20944.428
Afghanistan,2021-07,2205148.07,2184805.03,0.0,37657.429000000004
Afghanistan,2021-08,1716164.2,272501.83,0.0,27317.572
Afghanistan,2021-09,1238661.1000000003,137503.11,0.0,4917.0
Afghanistan,2021-10,1049612.4700000002,217580.14999999997,0.0,1859.714
Afghanistan,2021-11,740680.9900000001,301813.14,0.0,988.2860000000001
Afghanistan,2021-12,890592.8800000001,3707424.0199999996,0.0,984.429
Afghanistan,2022-01,4929241.82,18337138.12,0.0,1534.4279999999999
Afghanistan,2022-02,8995796.06,4585894.260000001,0.0,6981.429
Afghanistan,2022-03,3579830.4899999998,1169190.9400000002,0.0,8474.001
Afghanistan,2022-04,1279643.37,905419.93,0.0,3331.572
Afghanistan,2022-05,860127.2499999999,1912279.0700000003,0.0,1481.7150000000001
Afghanistan,2022-06,1046892.2799999998,2821911.0799999996,0.0,1494.2849999999999
Afghanistan,2022-07,1207453.81,8483284.239999998,0.0,2667.857
Afghanistan,2022-08,1576923.7099999997,8919133.440000001,0.0,4144.571
Afghanistan,2022-09,1184893.61,6025419.31,0.0,6335.572
Afghanistan,2022-10,1241125.02,4554343.579999999,0.0,6345.999
Afghanistan,2022-11,1154302.02,4396377.170000001,0.0,3403.0
Afghanistan,2022-12,970582.66,2741652.05,0.0,2491.429
Afghanistan,2023-01,0.0,0.0,0.0,1725.857
Afghanistan,2023-02,0.0,0.0,0.0,888.2860000000001
Afghanistan,2023-03,0.0,0.0,0.0,792.286
Afghanistan,2023-04,0.0,0.0,0.0,2518.571
Afghanistan,2023-05,0.0,0.0,0.0,4987.143
Afghanistan,2023-06,0.0,0.0,0.0,4616.858
Afghanistan,2023-07,0.0,0.0,0.0,2040.1419999999998
Afghanistan,2023-08,0.0,0.0,0.0,864.0
Afghanistan,2023-09,0.0,0.0,0.0,900.143
Afghanistan,2023-10,0.0,0.0,0.0,1251.857
Afghanistan,2023-11,0.0,0.0,0.0,1318.714
Afghanistan,2023-12,0.0,0.0,0.0,1581.4279999999999
Afghanistan,2024-01,0.0,0.0,0.0,539.8580000000001
Africa,2020-02,0.0,0.0,0.0,0.28600000000000003
Africa,2020-03,0.0,0.0,0.0,900.001
Africa,2020-04,0.0,0.0,0.0,10986.429
Africa,2020-05,0.0,0.0,0.0,59186.573000000004
Africa,2020-06,0.0,0.0,0.0,135621.572
Africa,2020-07,0.0,0.0,0.0,297170.00999999995
Africa,2020-08,0.0,0.0,0.0,508276.43
Africa,2020-09,0.0,0.0,0.0,283244.71
Africa,2020-10,0.0,0.0,0.0,231817.715
Africa,2020-11,0.0,0.0,0.0,368067.575
Africa,2020-12,0.0,0.0,0.0,395174.13
Africa,2021-01,0.0,0.0,0.0,755613.99
Africa,2021-02,0.0,0.0,0.0,598083.29
Africa,2021-03,0.0,0.0,0.0,350792.29
Africa,2021-04,0.0,0.0,0.0,308622.44
Africa,2021-05,0.0,0.0,0.0,371211.43
Africa,2021-06,0.0,0.0,0.0,347297.71
Africa,2021-07,0.0,0.0,0.0,725542.0
Africa,2021-08,0.0,0.0,0.0,1312585.28
Africa,2021-09,0.0,0.0,0.0,873698.42
Africa,2021-10,0.0,0.0,0.0,526132.58
Africa,2021-11,0.0,0.0,0.0,183489.42500000002
Africa,2021-12,0.0,0.0,0.0,365826.57999999996
Africa,2022-01,0.0,0.0,0.0,1223379.28
Africa,2022-02,0.0,0.0,0.0,967122.1599999999
Africa,2022-03,0.0,0.0,0.0,521643.43
Africa,2022-04,0.0,0.0,0.0,220299.00499999998
Africa,2022-05,0.0,0.0,0.0,223699.57
Africa,2022-06,0.0,0.0,0.0,195060.57
Africa,2022-07,0.0,0.0,0.0,230639.00499999998
Africa,2022-08,0.0,0.0,0.0,161728.28999999998
Africa,2022-09,0.0,0.0,0.0,82360.428
Africa,2022-10,0.0,0.0,0.0,49244.42899999999
Africa,2022-11,0.0,0.0,0.0,35323.286
Africa,2022-12,0.0,0.0,0.0,43713.714
Africa,2023-01,0.0,0.0,0.0,47499.0
Africa,2023-02,0.0,0.0,0.0,28890.286
Africa,2023-03,0.0,0.0,0.0,19987.714
Africa,2023-04,0.0,0.0,0.0,16348.571
Africa,2023-05,0.0,0.0,0.0,9790.144
Africa,2023-06,0.0,0.0,0.0,9738.0
Africa,2023-07,0.0,0.0,0.0,8729.428
Africa,2023-08,0.0,0.0,0.0,3683.286
Africa,2023-09,0.0,0.0,0.0,3126.571
Africa,2023-10,0.0,0.0,0.0,3955.142
Africa,2023-11,0.0,0.0,0.0,3021.001
Africa,2023-12,0.0,0.0,0.0,8945.001
Africa,2024-01,0.0,0.0,0.0,3361.0
Albania,2020-02,0.0,5186.450000000001,0.0,0.0
Albania,2020-03,0.0,30338.47,1095.1515606098026,41.285
Albania,2020-04,0.0,18170.459999999995,1752.4085121038165,276.71500000000003
Albania,2020-05,0.0,26007.83,968.3950611467476,517.0
Albania,2020-06,0.0,90203.48,6327.665370088803,555.143
Albania,2020-07,0.0,131455.62,15310.060480293796,1471.143
Albania,2020-08,149840.01,130543.43999999999,5670.211808030467,3472.143
Albania,2020-09,122111.42999999996,119180.6,0.0,3743.285
Albania,2020-10,208351.63,246320.55000000005,0.0,4241.429
Albania,2020-11,294271.66,381405.28,0.0,10439.857
Albania,2020-12,160022.59000000003,233242.96000000005,0.0,16664.0
Albania,2021-01,159720.14,346524.45,0.0,21738.715
Albania,2021-02,227578.31999999992,336633.17000000004,0.0,21224.285
Albania,2021-03,181477.31999999995,156393.93000000005,0.0,24848.572
Albania,2021-04,87984.70999999999,52098.869999999995,0.0,15420.0
Albania,2021-05,56947.31000000001,11408.94,0.0,6577.286
Albania,2021-06,53552.90000000002,4757.91,0.0,1079.9989999999998
Albania,2021-07,59243.65,31098.59,0.0,261.71400000000006
Albania,2021-08,139553.23000000004,187947.96,0.0,2934.286
Albania,2021-09,214450.86000000002,205954.34999999995,0.0,14331.715
Albania,2021-10,174766.30999999997,157627.95,0.0,23737.285
Albania,2021-11,137395.87,115091.37999999998,0.0,14471.714
Albania,2021-12,262175.43000000005,677058.2000000001,0.0,12377.143
Albania,2022-01,582502.2999999999,1434420.95,0.0,23583.143
Albania,2022-02,398406.4000000001,245253.32,0.0,33226.570999999996
Albania,2022-03,26871.690000000006,80475.57999999997,0.0,14141.286
Albania,2022-04,1993.0400000000004,49460.65999999998,0.0,2304.143
Albania,2022-05,4132.43,51881.91,0.0,1548.714
Albania,2022-06,9814.130000000001,530009.19,0.0,1252.1429999999998
Albania,2022-07,106564.43000000001,1244923.4300000002,0.0,12797.428
Albania,2022-08,75214.05,518393.35999999987,0.0,23430.857
Albania,2022-09,20357.41,89817.78999999998,0.0,14431.714
Albania,2022-10,16584.15,56077.399999999994,0.0,4036.0
Albania,2022-11,26371.790000000005,28234.57,0.0,681.7139999999999
Albania,2022-12,26166.11,0.0,0.0,457.42900000000003
Albania,2023-01,0.0,0.0,0.0,592.857
Albania,2023-02,0.0,0.0,0.0,365.0
Albania,2023-03,0.0,0.0,0.0,287.85699999999997
Albania,2023-04,0.0,0.0,0.0,387.00000000000006
Albania,2023-05,0.0,0.0,0.0,138.571
Albania,2023-06,0.0,0.0,0.0,2.8569999999999998
Albania,2023-07,0.0,0.0,0.0,0.0
Albania,2023-08,0.0,0.0,0.0,0.0
Albania,2023-09,0.0,0.0,0.0,0.0
Albania,2023-10,0.0,0.0,0.0,0.0
Albania,2023-11,0.0,0.0,0.0,120.715
Albania,2023-12,0.0,0.0,0.0,281.001
Albania,2024-01,0.0,0.0,0.0,64.714
Algeria,2020-02,0.0,15354.789999999999,0.0,0.0
Algeria,2020-03,0.0,337397.26999999996,16015.669765645844,92.857
Algeria,2020-04,0.0,406858.80000000005,32232.546211925724,1263.714
Algeria,2020-05,0.0,465297.69000000006,37532.47452286993,4335.429
Algeria,2020-06,0.0,651569.38,27932.396336860707,4259.428
Algeria,2020-07,0.0,1226716.67,42925.86857459141,7039.143
Algeria,2020-08,1588843.6000000003,875769.6,15849.393176884309,17000.714
Algeria,2020-09,952671.0800000001,502023.28,0.0,11379.857
Algeria,2020-10,1362933.5999999999,960246.19,0.0,6530.571
Algeria,2020-11,2161857.48,1603952.1500000004,0.0,12521.286
Algeria,2020-12,1261559.5699999998,684674.32,0.0,20374.571
Algeria,2021-01,739423.0599999997,453050.92,0.0,16747.0
Algeria,2021-02,434355.57999999996,308197.0900000001,0.0,7054.143
Algeria,2021-03,626882.5500000002,275613.79000000004,0.0,5301.286
Algeria,2021-04,928696.2600000002,365758.10000000003,0.0,3826.143
Algeria,2021-05,1022145.55,367661.43999999994,0.0,6093.0
Algeria,2021-06,997001.1200000001,530815.92,0.0,7288.144
Algeria,2021-07,1212176.98,1336125.98,0.0,12628.429
Algeria,2021-08,1164105.4200000002,694542.6900000001,0.0,33024.713
Algeria,2021-09,710704.62,162892.45,0.0,19493.285
Algeria,2021-10,503104.75000000006,139254.09999999998,0.0,7925.142
Algeria,2021-11,490293.43,188599.42,0.0,3118.001
Algeria,2021-12,781661.9299999999,974869.48,0.0,4324.143
Algeria,2022-01,2602003.020000001,12616603.569999997,0.0,14178.428
Algeria,2022-02,2290552.46,2769277.93,0.0,25181.715
Algeria,2022-03,1008902.52,232601.16999999998,0.0,13552.714
Algeria,2022-04,717485.9099999999,108328.35,0.0,1105.286
Algeria,2022-05,757397.4500000001,116133.62000000001,0.0,162.857
Algeria,2022-06,905630.5800000003,249821.88,0.0,106.858
Algeria,2022-07,1235833.1700000002,1721208.4300000002,0.0,510.0
Algeria,2022-08,1142131.01,2183221.4899999998,0.0,1813.286
Algeria,2022-09,773153.38,921287.0200000003,0.0,1928.0
Algeria,2022-10,733244.96,757555.8900000001,0.0,552.287
Algeria,2022-11,333628.47000000003,756170.65,0.0,157.571
Algeria,2022-12,1284711.85,254491.12,0.0,202.0
Algeria,2023-01,0.0,0.0,0.0,187.572
Algeria,2023-02,0.0,0.0,0.0,119.143
Algeria,2023-03,0.0,0.0,0.0,101.428
Algeria,2023-04,0.0,0.0,0.0,140.714
Algeria,2023-05,0.0,0.0,0.0,130.571
Algeria,2023-06,0.0,0.0,0.0,83.715
Algeria,2023-07,0.0,0.0,0.0,15.428
Algeria,2023-08,0.0,0.0,0.0,9.0
Algeria,2023-09,0.0,0.0,0.0,17.714
Algeria,2023-10,0.0,0.0,0.0,38.571
Algeria,2023-11,0.0,0.0,0.0,40.572
Algeria,2023-12,0.0,0.0,0.0,47.333
Algeria,2024-01,0.0,0.0,0.0,8.5
American Samoa,2020-02,0.0,0.0,0.0,0.0
American Samoa,2020-03,0.0,0.0,0.0,0.0
American Samoa,2020-04,0.0,0.0,0.0,0.0
American Samoa,2020-05,0.0,0.0,0.0,0.0
American Samoa,2020-06,0.0,0.0,0.0,0.0
American Samoa,2020-07,0.0,0.0,0.0,0.0
American Samoa,2020-08,0.0,0.0,0.0,0.0
American Samoa,2020-09,0.0,0.0,0.0,0.0
American Samoa,2020-10,0.0,0.0,0.0,0.0
American Samoa,2020-11,0.0,0.0,0.0,0.0
American Samoa,2020-12,0.0,0.0,0.0,0.0
American Samoa,2021-01,0.0,0.0,0.0,0.0
American Samoa,2021-02,0.0,0.0,0.0,0.0
American Samoa,2021-03,0.0,0.0,0.0,0.0
American Samoa,2021-04,0.0,0.0,0.0,0.0
American Samoa,2021-05,0.0,0.0,0.0,0.0
American Samoa,2021-06,0.0,0.0,0.0,0.0
American Samoa,2021-07,0.0,0.0,0.0,0.0
American Samoa,2021-08,0.0,0.0,0.0,0.0
American Samoa,2021-09,0.0,0.0,0.0,0.28600000000000003
American Samoa,2021-10,0.0,0.0,0.0,2.1430000000000002
American Samoa,2021-11,0.0,0.0,0.0,1.8570000000000002
American Samoa,2021-12,0.0,0.0,0.0,4.0
American Samoa,2022-01,0.0,0.0,0.0,6.7139999999999995
American Samoa,2022-02,0.0,0.0,0.0,28.0
American Samoa,2022-03,0.0,0.0,0.0,774.143
American Samoa,2022-04,0.0,0.0,0.0,2981.142
American Samoa,2022-05,0.0,0.0,0.0,2110.001
American Samoa,2022-06,0.0,0.0,0.0,345.428
American Samoa,2022-07,0.0,0.0,0.0,693.5719999999999
American Samoa,2022-08,0.0,0.0,0.0,896.427
American Samoa,2022-09,0.0,0.0,0.0,316.14300000000003
American Samoa,2022-10,0.0,0.0,0.0,89.14200000000001
American Samoa,2022-11,0.0,0.0,0.0,9.143
American Samoa,2022-12,0.0,0.0,0.0,6.142999999999999
American Samoa,2023-01,0.0,0.0,0.0,30.714000000000002
American Samoa,2023-02,0.0,0.0,0.0,22.999
American Samoa,2023-03,0.0,0.0,0.0,2.714
American Samoa,2023-04,0.0,0.0,0.0,5.715
American Samoa,2023-05,0.0,0.0,0.0,3.7140000000000004
American Samoa,2023-06,0.0,0.0,0.0,1.43
American Samoa,2023-07,0.0,0.0,0.0,5.573
American Samoa,2023-08,0.0,0.0,0.0,3.858
American Samoa,2023-09,0.0,0.0,0.0,5.142
American Samoa,2023-10,0.0,0.0,0.0,12.855
American Samoa,2023-11,0.0,0.0,0.0,0.0
American Samoa,2023-12,0.0,0.0,0.0,0.0
American Samoa,2024-01,0.0,0.0,0.0,0.0
Andorra,2020-02,0.0,188.25000000000003,0.0,0.0
Andorra,2020-03,0.0,4170.1,2373.2703034972365,68.143
Andorra,2020-04,0.0,1269.5699999999997,3905.0683765442545,361.28499999999997
Andorra,2020-05,0.0,251.84,150.0730872851985,317.858
Andorra,2020-06,0.0,138.76,349.7288572460016,67.43
Andorra,2020-07,0.0,541.8199999999999,153.80119123299488,49.572
Andorra,2020-08,0.0,1063.3400000000001,137.98785705829323,111.57300000000001
Andorra,2020-09,0.0,6283.34,0.0,327.999
Andorra,2020-10,0.0,5532.95,0.0,1119.7140000000002
Andorra,2020-11,0.0,3794.2400000000002,0.0,2723.858
Andorra,2020-12,0.0,3685.5600000000004,0.0,1738.4289999999999
Andorra,2021-01,0.0,3140.2599999999998,0.0,1762.714
Andorra,2021-02,0.0,1118.86,0.0,1438.857
Andorra,2021-03,0.0,1856.5399999999997,0.0,987.0
Andorra,2021-04,0.0,972.2599999999999,0.0,1066.143
Andorra,2021-05,0.0,380.09,0.0,1180.143
Andorra,2021-06,0.0,393.01,0.0,408.85699999999997
Andorra,2021-07,0.0,1346.27,0.0,313.428
Andorra,2021-08,0.0,313.96999999999997,0.0,702.999
Andorra,2021-09,0.0,303.47,0.0,306.285
Andorra,2021-10,0.0,699.6700000000001,0.0,242.285
Andorra,2021-11,0.0,13694.509999999998,0.0,490.14300000000003
Andorra,2021-12,0.0,19936.219999999998,0.0,2550.428
Andorra,2022-01,0.0,21092.110000000004,0.0,8935.714
Andorra,2022-02,0.0,7385.320000000001,0.0,8128.572
Andorra,2022-03,0.0,3101.21,0.0,3015.286
Andorra,2022-04,0.0,3048.2499999999995,0.0,1558.8580000000002
Andorra,2022-05,0.0,3421.369999999999,0.0,1799.2849999999999
Andorra,2022-06,0.0,9710.99,0.0,1246.571
Andorra,2022-07,0.0,11223.01,0.0,1547.142
Andorra,2022-08,0.0,9402.81,0.0,1088.9989999999998
Andorra,2022-09,0.0,6124.129999999998,0.0,392.28600000000006
Andorra,2022-10,0.0,8666.54,0.0,258.71500000000003
Andorra,2022-11,0.0,28118.260000000002,0.0,300.572
Andorra,2022-12,0.0,5619.240000000001,0.0,574.143
Andorra,2023-01,0.0,0.0,0.0,570.714
Andorra,2023-02,0.0,0.0,0.0,89.572
Andorra,2023-03,0.0,0.0,0.0,46.141999999999996
Andorra,2023-04,0.0,0.0,0.0,49.143
Andorra,2023-05,0.0,0.0,0.0,52.286
Andorra,2023-06,0.0,0.0,0.0,25.857
Andorra,2023-07,0.0,0.0,0.0,0.0
Andorra,2023-08,0.0,0.0,0.0,0.0
Andorra,2023-09,0.0,0.0,0.0,0.0
Andorra,2023-10,0.0,0.0,0.0,0.0
Andorra,2023-11,0.0,0.0,0.0,0.0
Andorra,2023-12,0.0,0.0,0.0,0.0
Andorra,2024-01,0.0,0.0,0.0,0.0
Angola,2020-02,0.0,2957.12,0.0,0.0
Angola,2020-03,0.0,90656.77,0.0,0.0
Angola,2020-04,0.0,64947.91000000001,0.0,11.142999999999999
Angola,2020-05,0.0,113201.35,0.0,34.572
Angola,2020-06,0.0,320315.68,1231.2152949319166,75.714
Angola,2020-07,0.0,809829.4099999998,5808.577892722882,307.286
Angola,2020-08,267835.72,989457.4600000001,3523.550337400024,1128.858
Angola,2020-09,245435.83000000005,1769002.5500000005,0.0,1500.571
Angola,2020-10,252468.1,1809537.0399999998,0.0,2657.857
Angola,2020-11,457905.39000000013,1113348.5,0.0,6070.0
Angola,2020-12,503559.79,1180648.04,0.0,3692.0
Angola,2021-01,448266.75,995292.0,0.0,2729.572
Angola,2021-02,430229.3900000001,639333.1000000001,0.0,1733.286
Angola,2021-03,567640.6,1088347.95,0.0,1161.287
Angola,2021-04,627351.23,2642335.2199999997,0.0,1862.4279999999999
Angola,2021-05,698549.0900000002,2403852.2,0.0,5859.285
Angola,2021-06,626001.4299999999,1226042.8599999999,0.0,6177.429
Angola,2021-07,655662.2999999998,2036964.2999999998,0.0,4174.143
Angola,2021-08,608476.19,4515532.8900000015,0.0,4573.287
Angola,2021-09,596344.11,3616020.6300000004,0.0,5301.858
Angola,2021-10,514397.11,348196.81999999983,0.0,10647.714
Angola,2021-11,784839.0000000001,205911.62,0.0,4679.001
Angola,2021-12,3255725.42,10538952.690000001,0.0,1722.714
Angola,2022-01,2695202.9900000007,3939901.850000001,0.0,18995.142
Angola,2022-02,1995433.8999999997,552687.37,0.0,12285.715
Angola,2022-03,1978939.0199999998,656818.32,0.0,1427.571
Angola,2022-04,775294.33,452094.15,0.0,337.0
Angola,2022-05,455554.24,1444556.5599999996,0.0,298.856
Angola,2022-06,536669.5499999999,5381188.929999998,0.0,631.4290000000001
Angola,2022-07,875581.4600000001,2959589.82,0.0,1731.5699999999997
Angola,2022-08,886577.6600000001,1324702.79,0.0,808.5719999999999
Angola,2022-09,831727.24,1494125.6299999997,0.0,414.428
Angola,2022-10,793012.47,1820098.67,0.0,263.999
Angola,2022-11,719380.2,4041704.33,0.0,652.9999999999999
Angola,2022-12,311248.76000000007,610787.53,0.0,799.857
Angola,2023-01,0.0,0.0,0.0,376.71400000000006
Angola,2023-02,0.0,0.0,0.0,84.001
Angola,2023-03,0.0,0.0,0.0,63.714
Angola,2023-04,0.0,0.0,0.0,72.715
Angola,2023-05,0.0,0.0,0.0,220.285
Angola,2023-06,0.0,0.0,0.0,264.858
Angola,2023-07,0.0,0.0,0.0,86.285
Angola,2023-08,0.0,0.0,0.0,15.715
Angola,2023-09,0.0,0.0,0.0,14.713999999999999
Angola,2023-10,0.0,0.0,0.0,23.715
Angola,2023-11,0.0,0.0,0.0,32.713
Angola,2023-12,0.0,0.0,0.0,345.0
Angola,2024-01,0.0,0.0,0.0,187.714
Anguilla,2020-02,0.0,0.0,0.0,0.0
Anguilla,2020-03,0.0,0.0,0.0,0.28600000000000003
Anguilla,2020-04,0.0,0.0,0.0,1.716
Anguilla,2020-05,0.0,0.0,0.0,1.001
Anguilla,2020-06,0.0,0.0,0.0,0.0
Anguilla,2020-07,0.0,0.0,0.0,0.0
Anguilla,2020-08,0.0,0.0,0.0,0.0
Anguilla,2020-09,0.0,0.0,0.0,0.0
Anguilla,2020-10,0.0,0.0,0.0,0.0
Anguilla,2020-11,0.0,0.0,0.0,0.14300000000000002
Anguilla,2020-12,0.0,0.0,0.0,3.857
Anguilla,2021-01,0.0,0.0,0.0,7.1419999999999995
Anguilla,2021-02,0.0,0.0,0.0,2.715
Anguilla,2021-03,0.0,0.0,0.0,2.857
Anguilla,2021-04,0.0,0.0,0.0,9.855999999999998
Anguilla,2021-05,0.0,0.0,0.0,57.001000000000005
Anguilla,2021-06,0.0,0.0,0.0,22.43
Anguilla,2021-07,0.0,0.0,0.0,1.572
Anguilla,2021-08,0.0,0.0,0.0,21.999000000000002
Anguilla,2021-09,0.0,0.0,0.0,119.0
Anguilla,2021-10,0.0,0.0,0.0,322.285
Anguilla,2021-11,0.0,0.0,0.0,440.858
Anguilla,2021-12,0.0,0.0,0.0,397.57099999999997
Anguilla,2022-01,0.0,0.0,0.0,479.14300000000003
Anguilla,2022-02,0.0,0.0,0.0,455.286
Anguilla,2022-03,0.0,0.0,0.0,202.999
Anguilla,2022-04,0.0,0.0,0.0,118.857
Anguilla,2022-05,0.0,0.0,0.0,237.286
Anguilla,2022-06,0.0,0.0,0.0,340.429
Anguilla,2022-07,0.0,0.0,0.0,229.144
Anguilla,2022-08,0.0,0.0,0.0,153.429
Anguilla,2022-09,0.0,0.0,0.0,167.286
Anguilla,2022-10,0.0,0.0,0.0,67.143
Anguilla,2022-11,0.0,0.0,0.0,2.715
Anguilla,2022-12,0.0,0.0,0.0,21.715999999999998
Anguilla,2023-01,0.0,0.0,0.0,16.287
Anguilla,2023-02,0.0,0.0,0.0,0.0
Anguilla,2023-03,0.0,0.0,0.0,0.0
Anguilla,2023-04,0.0,0.0,0.0,0.0
Anguilla,2023-05,0.0,0.0,0.0,0.0
Anguilla,2023-06,0.0,0.0,0.0,0.0
Anguilla,2023-07,0.0,0.0,0.0,0.0
Anguilla,2023-08,0.0,0.0,0.0,0.0
Anguilla,2023-09,0.0,0.0,0.0,0.0
Anguilla,2023-10,0.0,0.0,0.0,0.0
Anguilla,2023-11,0.0,0.0,0.0,0.0
Anguilla,2023-12,0.0,0.0,0.0,0.0
Anguilla,2024-01,0.0,0.0,0.0,0.0
Antigua and Barbuda,2020-02,0.0,0.0,0.0,0.0
Antigua and Barbuda,2020-03,0.0,0.0,0.0,1.286
Antigua and Barbuda,2020-04,0.0,0.0,0.0,10.715
Antigua and Barbuda,2020-05,0.0,0.0,0.0,12.427999999999999
Antigua and Barbuda,2020-06,0.0,0.0,0.0,6.571999999999999
Antigua and Barbuda,2020-07,0.0,0.0,0.0,28.572000000000003
Antigua and Barbuda,2020-08,0.0,0.0,0.0,29.285999999999998
Antigua and Barbuda,2020-09,0.0,0.0,0.0,5.999
Antigua and Barbuda,2020-10,0.0,0.0,0.0,10.857
Antigua and Barbuda,2020-11,0.0,0.0,0.0,23.571
Antigua and Barbuda,2020-12,985.7399999999998,0.0,0.0,15.142
Antigua and Barbuda,2021-01,3091.91,0.0,0.0,32.0
Antigua and Barbuda,2021-02,3651.98,0.0,0.0,198.999
Antigua and Barbuda,2021-03,1650.1100000000004,0.0,0.0,436.143
Antigua and Barbuda,2021-04,484.9200000000001,0.0,0.0,318.28600000000006
Antigua and Barbuda,2021-05,154.77999999999997,0.0,0.0,108.858
Antigua and Barbuda,2021-06,469.9,0.0,0.0,20.857
Antigua and Barbuda,2021-07,2305.08,0.0,0.0,7.143000000000001
Antigua and Barbuda,2021-08,1366.7500000000002,0.0,0.0,116.0
Antigua and Barbuda,2021-09,9655.990000000002,0.0,0.0,605.428
Antigua and Barbuda,2021-10,2189.3499999999995,0.0,0.0,1523.8569999999997
Antigua and Barbuda,2021-11,1483.8000000000002,0.0,0.0,546.2850000000001
Antigua and Barbuda,2021-12,707.03,0.0,0.0,102.428
Antigua and Barbuda,2022-01,4600.7,0.0,0.0,909.5699999999999
Antigua and Barbuda,2022-02,2050.06,0.0,0.0,1603.7150000000001
Antigua and Barbuda,2022-03,242.08000000000007,0.0,0.0,761.5720000000001
Antigua and Barbuda,2022-04,24.799999999999994,0.0,0.0,68.428
Antigua and Barbuda,2022-05,3.209999999999998,0.0,0.0,235.57100000000003
Antigua and Barbuda,2022-06,0.46000000000000013,0.0,0.0,519.286
Antigua and Barbuda,2022-07,0.0,0.0,0.0,421.28499999999997
Antigua and Barbuda,2022-08,0.0,0.0,0.0,129.0
Antigua and Barbuda,2022-09,0.0,0.0,0.0,149.285
Antigua and Barbuda,2022-10,0.0,0.0,0.0,130.0
Antigua and Barbuda,2022-11,0.0,0.0,0.0,17.572000000000003
Antigua and Barbuda,2022-12,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-01,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-02,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-03,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-04,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-05,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-06,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-07,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-08,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-09,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-10,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-11,0.0,0.0,0.0,0.0
Antigua and Barbuda,2023-12,0.0,0.0,0.0,0.0
Antigua and Barbuda,2024-01,0.0,0.0,0.0,0.0
Argentina,2020-02,0.0,1803.7800000000002,0.0,0.0
Argentina,2020-03,0.0,33857.91,7157.335593790919,281.571
Argentina,2020-04,0.0,49564.64000000001,31485.622967054358,2081.572
Argentina,2020-05,0.0,153630.88999999998,47271.51379083883,8425.429
Argentina,2020-06,0.0,388666.58999999997,129371.47865459733,24720.144
Argentina,2020-07,0.0,828587.67,399496.0676122418,67367.71399999999
Argentina,2020-08,1491792.7,1253327.5300000003,251002.550538812,185770.432
Argentina,2020-09,2652580.9,1543037.2900000003,0.0,244226.005
Argentina,2020-10,2552335.2399999998,1390743.1,0.0,324759.99
Argentina,2020-11,1698698.8100000003,782786.96,0.0,415464.14999999997
Argentina,2020-12,1207608.2199999997,798284.93,0.0,225390.28999999998
Argentina,2021-01,1360181.6900000002,793390.8799999999,0.0,281427.0
Argentina,2021-02,1002727.75,511464.6599999999,0.0,254451.57499999998
Argentina,2021-03,1926558.9099999997,975728.75,0.0,201213.285
Argentina,2021-04,4128277.2199999997,1760019.55,0.0,326805.28
Argentina,2021-05,5320260.739999999,2329809.81,0.0,743328.73
Argentina,2021-06,4536139.12,1746413.7399999995,0.0,713762.0
Argentina,2021-07,2579654.5300000007,1221548.1600000001,0.0,585447.72
Argentina,2021-08,1034139.1099999999,695199.91,0.0,465805.72
Argentina,2021-09,465003.7400000001,179959.55999999994,0.0,186936.0
Argentina,2021-10,276730.81999999995,117760.63999999997,0.0,76507.001
Argentina,2021-11,404779.0700000001,258935.7,0.0,34842.572
Argentina,2021-12,2064813.15,9867055.699999997,0.0,66373.431
Argentina,2022-01,8989902.58,18046867.63,0.0,1269397.415
Argentina,2022-02,3573175.1700000004,4839156.639999999,0.0,1684151.84
