location,date,sero_study_participants,avg_seroprevalence
United States of America,2020-08,1927358,0.1065092474257507
United States of America,2020-09,1423959,0.04817639988229997
United States of America,2020-10,1008699,0.052828594754232926
United States of America,2020-11,1408791,0.07477082533888987
United States of America,2020-12,1053956,0.10871515395329596
United States of America,2021-01,1021021,0.18977711545599943
United States of America,2021-02,1417981,0.2631893028891078
United States of America,2021-03,1449073,0.35196483282760765
United States of America,2021-04,1519315,0.4775696916702593
United States of America,2021-05,1456391,0.5479773299889934
United States of America,2021-06,2110839,0.4939934468237511
United States of America,2021-07,1201792,0.6722447297868516
United States of America,2021-08,959130,0.7908956439690137
United States of America,2021-09,1329260,0.6742859513563938
United States of America,2021-10,1393860,0.6657810694043877
United States of America,2021-11,1300774,0.6926113115729557
United States of America,2021-12,1288904,0.7099112829970268
United States of America,2022-01,385364,0.4237255558381167
United States of America,2022-02,251036,0.5757366851766281
United States of America,2022-03,561,0.9079999999999999
United States of America,2022-04,168159,0.8502057130453915
United States of America,2022-05,482937,0.8652535185748866
United States of America,2022-07,164318,0.902851697318614
United States of America,2022-09,157136,0.9302855653701252
United States of America,2022-11,80196,0.9222382413087934
Uzbekistan,2020-09,86879,0.23
Viet Nam,2020-10,2242,0.0005605263157894737
Yemen,2020-11,2001,0.256
Zambia,2020-07,6593,0.02605900197178826
Zimbabwe,2020-06,635,0.069
Zimbabwe,2020-12,620,0.151
Zimbabwe,2021-03,1530,0.49600000000000005
occupied Palestinian territory - including east Jerusalem,2020-06,4982,0.0005928542753914091
occupied Palestinian territory - including east Jerusalem,2020-12,1269,0.217
